,Date,PlayerID,Training,SessionType,Duration,RPE,SessionLoad,DailyLoad,AcuteChronicRatio,ObjectiveRating,FocusRating,BestOutOfMyself,AcuteLoad,ChronicLoad
1878,2017-10-10,16,1,Mobility/Recovery,30.0,2.0,60.0,330.0,1.1,8.0,8.0,3.0,472.1,415.5
1879,2017-10-10,16,1,Combat,15.0,0.0,0.0,330.0,1.1,8.0,8.0,3.0,472.1,415.5
1880,2017-10-10,16,1,Strength,45.0,4.0,180.0,330.0,1.1,8.0,8.0,0.0,472.1,415.5
1881,2017-10-10,16,1,Skills,90.0,1.0,90.0,330.0,1.1,8.0,8.0,3.0,472.1,415.5
1882,2017-10-10,15,1,Combat,50.0,4.0,200.0,680.0,0.7,8.0,8.0,3.0,108.6,154.3
1883,2017-10-10,15,1,Conditioning,60.0,8.0,480.0,680.0,0.7,8.0,8.0,3.0,108.6,154.3
1884,2017-10-10,17,0,,,,,0.0,1.3,,,,237.9,181.0
1885,2017-10-10,14,1,Conditioning,60.0,7.0,420.0,600.0,1.2,7.0,8.0,3.0,507.9,433.8
1886,2017-10-10,13,1,Skills,30.0,3.0,90.0,980.0,1.2,9.0,9.0,3.0,635.0,547.2
1887,2017-10-10,13,1,Conditioning,60.0,9.0,540.0,980.0,1.2,9.0,9.0,3.0,635.0,547.2
1888,2017-10-10,12,1,Combat,60.0,3.0,180.0,420.0,0.9,8.0,8.0,3.0,231.4,247.7
1889,2017-10-10,12,1,Conditioning,60.0,4.0,240.0,420.0,0.9,8.0,8.0,3.0,231.4,247.7
1890,2017-10-10,11,1,Mobility/Recovery,60.0,2.0,120.0,735.0,1.3,8.0,10.0,3.0,817.1,617.2
1891,2017-10-10,11,1,Combat,75.0,4.0,300.0,735.0,1.3,8.0,10.0,3.0,817.1,617.2
1892,2017-10-10,14,1,Combat,60.0,3.0,180.0,600.0,1.2,7.0,8.0,0.0,507.9,433.8
1893,2017-10-11,9,1,Speed,30.0,3.0,90.0,990.0,1.0,9.0,9.0,3.0,447.9,438.7
1894,2017-10-11,8,1,Strength,60.0,3.0,180.0,220.0,1.2,9.0,8.0,3.0,577.9,493.0
1895,2017-10-11,8,1,Mobility/Recovery,40.0,1.0,40.0,220.0,1.2,8.0,9.0,3.0,577.9,493.0
1896,2017-10-11,7,1,Strength,45.0,5.0,225.0,285.0,1.3,8.0,9.0,1.0,673.6,512.0
1897,2017-10-11,7,1,Mobility/Recovery,30.0,2.0,60.0,285.0,1.3,8.0,7.0,3.0,673.6,512.0
1898,2017-10-11,2,1,Mobility/Recovery,20.0,0.0,0.0,300.0,0.9,9.0,7.0,3.0,465.7,499.5
1899,2017-10-11,4,1,Mobility/Recovery,45.0,1.0,45.0,180.0,1.2,8.0,10.0,3.0,514.3,439.5
1900,2017-10-11,3,1,Conditioning,30.0,5.0,150.0,150.0,1.7,8.0,8.0,3.0,233.6,140.5
1901,2017-10-11,2,1,Strength,60.0,5.0,300.0,300.0,0.9,7.0,10.0,3.0,465.7,499.5
1902,2017-10-11,1,1,Strength,45.0,3.0,135.0,215.0,1.4,8.0,8.0,1.0,569.3,421.2
1903,2017-10-11,1,1,Mobility/Recovery,40.0,2.0,80.0,215.0,1.4,8.0,5.0,3.0,569.3,421.2
1904,2017-10-11,9,1,Skills,60.0,3.0,180.0,990.0,1.0,9.0,9.0,3.0,447.9,438.7
1905,2017-10-11,4,1,Strength,45.0,3.0,135.0,180.0,1.2,8.0,8.0,3.0,514.3,439.5
1906,2017-10-11,9,1,Conditioning,45.0,4.0,180.0,990.0,1.0,9.0,9.0,3.0,447.9,438.7
1907,2017-10-11,9,1,Strength,90.0,5.0,450.0,990.0,1.0,9.0,9.0,3.0,447.9,438.7
1908,2017-10-11,10,1,Mobility/Recovery,30.0,3.0,90.0,180.0,1.3,8.0,9.0,3.0,426.4,338.8
1909,2017-10-11,9,1,Skills,30.0,3.0,90.0,990.0,1.0,9.0,9.0,3.0,447.9,438.7
1910,2017-10-11,17,1,Mobility/Recovery,40.0,0.0,0.0,0.0,1.3,8.0,6.0,3.0,237.9,181.0
1911,2017-10-11,16,1,Strength,70.0,4.0,280.0,400.0,1.2,7.0,9.0,3.0,499.3,410.8
1912,2017-10-11,14,1,Strength,30.0,3.0,90.0,120.0,1.2,8.0,6.0,3.0,507.9,437.8
1913,2017-10-11,14,1,Mobility/Recovery,30.0,1.0,30.0,120.0,1.2,8.0,9.0,3.0,507.9,437.8
1914,2017-10-11,13,1,Mobility/Recovery,30.0,0.0,0.0,150.0,1.2,9.0,7.0,3.0,637.1,540.2
1915,2017-10-11,16,1,Mobility/Recovery,60.0,2.0,120.0,400.0,1.2,10.0,8.0,3.0,499.3,410.8
1916,2017-10-11,13,1,Mobility/Recovery,30.0,0.0,0.0,150.0,1.2,10.0,7.0,3.0,637.1,540.2
1917,2017-10-11,12,1,Strength,45.0,4.0,180.0,270.0,1.1,7.0,7.0,3.0,270.0,256.7
1918,2017-10-11,12,1,Mobility/Recovery,30.0,3.0,90.0,270.0,1.1,7.0,7.0,3.0,270.0,256.7
1919,2017-10-11,11,1,Strength,60.0,5.0,300.0,600.0,1.3,8.0,7.0,3.0,805.7,637.2
1920,2017-10-11,11,1,Speed,60.0,5.0,300.0,600.0,1.3,8.0,6.0,3.0,805.7,637.2
1921,2017-10-11,10,1,Strength,30.0,3.0,90.0,180.0,1.3,8.0,9.0,3.0,426.4,338.8
1922,2017-10-11,13,1,Strength,50.0,3.0,150.0,150.0,1.2,8.0,7.0,3.0,637.1,540.2
1923,2017-10-12,7,1,Speed,45.0,3.0,135.0,960.0,1.3,7.0,6.0,3.0,680.0,541.0
1924,2017-10-12,10,1,Speed,45.0,3.0,135.0,735.0,1.2,8.0,8.0,3.0,441.4,363.3
1925,2017-10-12,9,1,Skills,30.0,1.0,30.0,70.0,1.0,9.0,9.0,3.0,400.0,418.0
1926,2017-10-12,9,1,Conditioning,40.0,1.0,40.0,70.0,1.0,9.0,9.0,3.0,400.0,418.0
1927,2017-10-12,8,1,Skills,30.0,3.0,90.0,270.0,1.0,2.0,0.0,3.0,519.3,496.0
1928,2017-10-12,8,1,Speed,60.0,3.0,180.0,270.0,1.0,2.0,0.0,3.0,519.3,496.0
1929,2017-10-12,7,1,Strength,75.0,7.0,525.0,960.0,1.3,7.0,6.0,3.0,680.0,541.0
1930,2017-10-12,7,1,Skills,75.0,4.0,300.0,960.0,1.3,7.0,6.0,3.0,680.0,541.0
1931,2017-10-12,6,1,Strength,70.0,5.0,350.0,890.0,1.2,8.0,6.0,1.0,634.3,530.2
1932,2017-10-12,3,1,Strength,60.0,5.0,300.0,300.0,1.8,8.0,8.0,3.0,255.0,142.5
1933,2017-10-12,6,1,Speed,45.0,4.0,180.0,890.0,1.2,8.0,6.0,3.0,634.3,530.2
1934,2017-10-12,4,1,Strength,60.0,4.0,240.0,645.0,1.1,8.0,8.0,3.0,501.4,461.0
1935,2017-10-12,4,1,Skills,90.0,3.0,270.0,645.0,1.1,8.0,8.0,3.0,501.4,461.0
1936,2017-10-12,10,1,Skills,90.0,4.0,360.0,735.0,1.2,8.0,8.0,1.0,441.4,363.3
1937,2017-10-12,4,1,Speed,45.0,3.0,135.0,645.0,1.1,8.0,8.0,1.0,501.4,461.0
1938,2017-10-12,1,1,Strength,60.0,4.0,240.0,690.0,1.3,8.0,8.0,3.0,565.0,440.2
1939,2017-10-12,1,1,Skills,90.0,3.0,270.0,690.0,1.3,9.0,9.0,3.0,565.0,440.2
1940,2017-10-12,1,1,Speed,60.0,3.0,180.0,690.0,1.3,10.0,7.0,3.0,565.0,440.2
1941,2017-10-12,6,1,Skills,90.0,4.0,360.0,890.0,1.2,8.0,6.0,3.0,634.3,530.2
1942,2017-10-12,10,1,Strength,60.0,4.0,240.0,735.0,1.2,8.0,8.0,3.0,441.4,363.3
1943,2017-10-12,16,1,Skills,90.0,0.0,0.0,1000.0,1.2,8.0,8.0,1.0,518.6,444.2
1944,2017-10-12,11,1,Strength,120.0,6.0,720.0,970.0,1.2,5.0,6.0,3.0,746.4,646.5
1945,2017-10-12,11,1,Skills,75.0,3.0,225.0,970.0,1.2,5.0,6.0,3.0,746.4,646.5
1946,2017-10-12,17,1,Skills,90.0,3.0,270.0,550.0,1.2,6.0,7.0,3.0,232.9,199.3
1947,2017-10-12,17,1,Speed,50.0,2.0,100.0,550.0,1.2,6.0,7.0,1.0,232.9,199.3
1948,2017-10-12,16,1,Mobility/Recovery,120.0,1.0,120.0,1000.0,1.2,8.0,8.0,1.0,518.6,444.2
1949,2017-10-12,16,1,Strength,80.0,6.0,480.0,1000.0,1.2,8.0,8.0,1.0,518.6,444.2
1950,2017-10-12,16,1,Conditioning,50.0,8.0,400.0,1000.0,1.2,8.0,8.0,1.0,518.6,444.2
1951,2017-10-12,15,1,Strength,50.0,4.0,200.0,650.0,1.1,8.0,8.0,3.0,190.0,176.0
1952,2017-10-12,15,1,Skills,90.0,3.0,270.0,650.0,1.1,8.0,8.0,3.0,190.0,176.0
1953,2017-10-12,15,1,Speed,60.0,3.0,180.0,650.0,1.1,8.0,8.0,3.0,190.0,176.0
1954,2017-10-12,17,1,Strength,60.0,3.0,180.0,550.0,1.2,6.0,7.0,3.0,232.9,199.3
1955,2017-10-12,14,1,Skills,90.0,3.0,270.0,810.0,1.1,8.0,8.0,3.0,529.3,464.8
1956,2017-10-12,14,1,Speed,30.0,3.0,90.0,810.0,1.1,8.0,8.0,3.0,529.3,464.8
1957,2017-10-12,13,1,Mobility/Recovery,30.0,0.0,0.0,890.0,1.2,9.0,9.0,3.0,657.1,558.5
1958,2017-10-12,13,1,Strength,70.0,5.0,350.0,890.0,1.2,9.0,9.0,3.0,657.1,558.5
1959,2017-10-12,13,1,Skills,90.0,5.0,450.0,890.0,1.2,9.0,9.0,3.0,657.1,558.5
1960,2017-10-12,13,1,Speed,30.0,3.0,90.0,890.0,1.2,9.0,9.0,3.0,657.1,558.5
1961,2017-10-12,12,0,,,,,0.0,0.9,,,1.0,222.9,256.7
1962,2017-10-12,11,1,Mobility/Recovery,25.0,1.0,25.0,970.0,1.2,5.0,6.0,3.0,746.4,646.5
1963,2017-10-12,14,1,Strength,90.0,5.0,450.0,810.0,1.1,8.0,8.0,3.0,529.3,464.8
1964,2017-10-13,9,1,Strength,90.0,5.0,450.0,690.0,1.0,9.0,9.0,3.0,404.3,423.0
1965,2017-10-13,8,0,,,,,0.0,0.8,,,,380.7,495.0
1966,2017-10-13,7,1,Strength,90.0,7.0,630.0,1455.0,1.1,8.0,8.0,3.0,660.0,589.5
1967,2017-10-13,7,1,Conditioning,75.0,8.0,600.0,1455.0,1.1,8.0,8.0,3.0,660.0,589.5
1968,2017-10-13,7,1,Speed,45.0,5.0,225.0,1455.0,1.1,8.0,8.0,3.0,660.0,589.5
1969,2017-10-13,4,1,Strength,90.0,3.0,270.0,825.0,1.0,8.0,8.0,3.0,467.1,480.2
1970,2017-10-13,4,1,Skills,60.0,7.0,420.0,825.0,1.0,8.0,8.0,3.0,467.1,480.2
1971,2017-10-13,2,1,Speed,45.0,6.0,270.0,1290.0,0.7,8.0,8.0,3.0,360.0,523.7
1972,2017-10-13,3,0,,,,,0.0,1.5,,,3.0,212.1,142.5
1973,2017-10-13,2,1,Strength,90.0,6.0,540.0,1290.0,0.7,10.0,9.0,3.0,360.0,523.7
1974,2017-10-13,2,1,Conditioning,60.0,8.0,480.0,1290.0,0.7,8.0,8.0,3.0,360.0,523.7
1975,2017-10-13,1,1,Strength,90.0,5.0,450.0,1080.0,1.2,10.0,10.0,3.0,562.1,476.2
1976,2017-10-13,1,1,Skills,90.0,5.0,450.0,1080.0,1.2,10.0,10.0,3.0,562.1,476.2
1977,2017-10-13,1,1,Speed,60.0,3.0,180.0,1080.0,1.2,10.0,10.0,3.0,562.1,476.2
1978,2017-10-13,9,1,Conditioning,30.0,5.0,150.0,690.0,1.0,9.0,9.0,3.0,404.3,423.0
1979,2017-10-13,4,1,Speed,45.0,3.0,135.0,825.0,1.0,8.0,8.0,0.0,467.1,480.2
1980,2017-10-13,9,1,Skills,30.0,3.0,90.0,690.0,1.0,9.0,9.0,3.0,404.3,423.0
1981,2017-10-13,13,1,Speed,50.0,6.0,300.0,1380.0,1.1,8.0,9.0,3.0,655.0,599.2
1982,2017-10-13,10,1,Conditioning,60.0,8.0,480.0,1050.0,1.2,8.0,8.0,3.0,480.0,388.3
1983,2017-10-13,17,1,Strength,60.0,3.0,180.0,530.0,1.0,7.0,9.0,1.0,222.9,217.0
1984,2017-10-13,17,1,Conditioning,70.0,5.0,350.0,530.0,1.0,7.0,9.0,3.0,222.9,217.0
1985,2017-10-13,16,1,Strength,120.0,5.0,600.0,780.0,1.1,9.0,7.0,3.0,498.6,447.2
1986,2017-10-13,16,1,Skills,80.0,0.0,0.0,780.0,1.1,9.0,7.0,0.0,498.6,447.2
1987,2017-10-13,16,1,Conditioning,45.0,4.0,180.0,780.0,1.1,9.0,7.0,0.0,498.6,447.2
1988,2017-10-13,15,1,Strength,40.0,3.0,120.0,1040.0,1.6,9.0,8.0,3.0,338.6,210.7
1989,2017-10-13,10,1,Speed,45.0,6.0,270.0,1050.0,1.2,7.0,8.0,3.0,480.0,388.3
1990,2017-10-13,15,1,Speed,50.0,4.0,200.0,1040.0,1.6,9.0,8.0,3.0,338.6,210.7
1991,2017-10-13,15,1,Conditioning,90.0,8.0,720.0,1040.0,1.6,9.0,8.0,3.0,338.6,210.7
1992,2017-10-13,13,1,Conditioning,60.0,9.0,540.0,1380.0,1.1,8.0,9.0,3.0,655.0,599.2
1993,2017-10-13,13,1,Skills,30.0,3.0,90.0,1380.0,1.1,8.0,9.0,3.0,655.0,599.2
1994,2017-10-13,11,1,Strength,90.0,7.0,630.0,1345.0,1.2,7.0,10.0,3.0,803.6,674.0
1995,2017-10-13,11,1,Skills,75.0,5.0,375.0,1345.0,1.2,7.0,10.0,3.0,803.6,674.0
1996,2017-10-13,11,1,Conditioning,30.0,6.0,180.0,1345.0,1.2,7.0,10.0,3.0,803.6,674.0
1997,2017-10-13,11,1,Speed,40.0,4.0,160.0,1345.0,1.2,7.0,10.0,3.0,803.6,674.0
1998,2017-10-13,10,1,Strength,75.0,4.0,300.0,1050.0,1.2,9.0,7.0,3.0,480.0,388.3
1999,2017-10-13,13,1,Strength,90.0,5.0,450.0,1380.0,1.1,8.0,9.0,3.0,655.0,599.2
2000,2017-10-14,7,0,,,,,0.0,1.1,,,3.0,660.0,581.5
2001,2017-10-14,2,0,,,,,0.0,0.7,,,,360.0,499.7
2002,2017-10-14,3,1,Strength,60.0,5.0,300.0,300.0,1.5,8.0,8.0,3.0,233.6,152.5
2003,2017-10-14,5,0,,,,,0.0,1.8,,,,145.7,83.0
2004,2017-10-14,9,1,Conditioning,30.0,5.0,150.0,150.0,1.0,9.0,9.0,3.0,425.7,407.5
2005,2017-10-14,1,0,,,,,0.0,1.2,,,,562.1,475.2
2006,2017-10-14,11,0,,,,,0.0,1.2,,,3.0,762.9,657.0
2007,2017-10-14,17,0,,,,,0.0,1.0,,,,222.9,217.0
2008,2017-10-14,16,0,,,,,0.0,1.1,,,,498.6,447.2
2009,2017-10-14,10,0,,,,,0.0,1.2,,,3.0,480.0,388.3
2010,2017-10-14,13,0,,,,,0.0,1.1,,,3.0,655.0,594.7
2011,2017-10-14,15,0,,,,,0.0,1.6,,,,338.6,210.7
2012,2017-10-15,1,0,,,,,0.0,1.2,,,,562.1,469.2
2013,2017-10-15,3,0,,,,,0.0,1.5,,,,233.6,152.5
2014,2017-10-15,7,0,,,,,0.0,1.1,,,3.0,660.0,577.0
2015,2017-10-15,9,0,,,,,0.0,1.0,,,3.0,374.3,381.5
2016,2017-10-15,2,0,,,,,0.0,0.7,,,,360.0,487.2
2017,2017-10-15,11,1,Speed,60.0,4.0,240.0,240.0,1.2,8.0,7.0,3.0,797.1,647.5
2018,2017-10-15,13,1,Mobility/Recovery,30.0,0.0,0.0,0.0,1.1,9.0,9.0,3.0,655.0,587.2
2019,2017-10-15,16,0,,,,,0.0,1.2,,,1.0,498.6,430.5
2020,2017-10-15,17,0,,,,,0.0,1.0,,,,222.9,217.0
2021,2017-10-15,10,0,,,,,0.0,1.2,,,3.0,480.0,388.3
2022,2017-10-16,8,1,Strength,60.0,4.0,240.0,480.0,0.6,9.0,7.0,3.0,284.3,503.7
2023,2017-10-16,1,1,Speed,60.0,3.0,180.0,180.0,0.9,7.0,7.0,1.0,429.3,468.8
2024,2017-10-16,2,1,Speed,45.0,4.0,180.0,180.0,0.8,10.0,8.0,3.0,385.7,493.2
2025,2017-10-16,3,1,Strength,60.0,5.0,300.0,300.0,1.2,8.0,8.0,3.0,192.9,162.5
2026,2017-10-16,4,1,Speed,45.0,3.0,135.0,135.0,0.8,9.0,7.0,3.0,364.3,480.7
2027,2017-10-16,7,1,Speed,45.0,4.0,180.0,180.0,0.9,7.0,9.0,3.0,540.0,583.0
2028,2017-10-16,8,1,Speed,60.0,4.0,240.0,480.0,0.6,8.0,8.0,1.0,284.3,503.7
2029,2017-10-16,9,0,,,,,0.0,0.7,,,3.0,271.4,381.5
2030,2017-10-16,14,1,Speed,45.0,3.0,135.0,135.0,0.5,8.0,10.0,3.0,237.9,452.3
2031,2017-10-16,11,1,Strength,45.0,4.0,180.0,180.0,0.9,10.0,7.0,3.0,581.4,653.5
2032,2017-10-16,12,1,Speed,45.0,3.0,135.0,315.0,0.5,7.0,7.0,3.0,143.6,262.3
2033,2017-10-16,12,1,Strength,60.0,3.0,180.0,315.0,0.5,7.0,7.0,3.0,143.6,262.3
2034,2017-10-16,13,1,Speed,45.0,4.0,180.0,180.0,0.9,8.0,10.0,3.0,511.4,593.2
2035,2017-10-16,16,1,Conditioning,50.0,5.0,250.0,880.0,1.1,9.0,9.0,3.0,484.3,459.8
2036,2017-10-16,16,1,Mobility/Recovery,30.0,1.0,30.0,880.0,1.1,9.0,9.0,3.0,484.3,459.8
2037,2017-10-16,17,1,Speed,40.0,2.0,80.0,80.0,0.8,9.0,5.0,3.0,165.7,219.7
2038,2017-10-16,10,1,Speed,30.0,0.0,0.0,0.0,0.9,8.0,10.0,3.0,353.6,388.3
2039,2017-10-16,16,1,Strength,120.0,5.0,600.0,880.0,1.1,9.0,9.0,0.0,484.3,459.8
2040,2017-10-17,3,1,Strength,60.0,5.0,300.0,480.0,1.2,8.0,8.0,3.0,218.6,178.5
2041,2017-10-17,1,0,,,,,0.0,0.7,,,3.0,309.3,468.8
2042,2017-10-17,9,0,,,,,0.0,0.7,,,,271.4,381.5
2043,2017-10-17,16,1,Strength,120.0,6.0,720.0,770.0,1.1,8.0,8.0,0.0,547.1,485.5
2044,2017-10-17,16,1,Mobility/Recovery,50.0,1.0,50.0,770.0,1.1,7.0,8.0,3.0,547.1,485.5
2045,2017-10-17,3,1,Speed,45.0,4.0,180.0,480.0,1.2,8.0,8.0,3.0,218.6,178.5
2046,2017-10-18,1,0,,,,,0.0,0.6,,,3.0,278.6,448.3
2047,2017-10-18,3,1,Conditioning,30.0,5.0,150.0,150.0,1.2,8.0,8.0,3.0,218.6,183.5
2048,2017-10-18,7,1,Skills,45.0,3.0,135.0,135.0,0.7,9.0,6.0,3.0,390.0,550.0
2049,2017-10-18,8,1,Skills,60.0,4.0,240.0,240.0,0.3,8.0,8.0,3.0,141.4,485.7
2050,2017-10-18,9,1,Skills,60.0,6.0,360.0,390.0,0.5,9.0,9.0,3.0,185.7,378.5
2051,2017-10-18,9,1,Mobility/Recovery,30.0,1.0,30.0,390.0,0.5,9.0,9.0,3.0,185.7,378.5
2052,2017-10-18,10,1,Skills,60.0,7.0,420.0,420.0,0.8,9.0,7.0,3.0,315.0,377.3
2053,2017-10-18,4,1,Skills,60.0,5.0,300.0,300.0,0.6,9.0,10.0,3.0,272.1,464.2
2054,2017-10-18,11,1,Mobility/Recovery,30.0,3.0,90.0,290.0,0.7,8.0,10.0,3.0,432.1,628.2
2055,2017-10-18,12,1,Skills,60.0,3.0,180.0,180.0,0.3,6.0,6.0,3.0,70.7,248.8
2056,2017-10-18,13,1,Skills,60.0,5.0,300.0,300.0,0.7,10.0,6.0,3.0,392.9,574.7
2057,2017-10-18,13,1,Mobility/Recovery,60.0,0.0,0.0,300.0,0.7,8.0,9.0,3.0,392.9,574.7
2058,2017-10-18,14,1,Skills,60.0,3.0,180.0,180.0,0.4,7.0,7.0,1.0,160.7,433.8
2059,2017-10-18,15,1,Conditioning,80.0,3.0,240.0,240.0,1.4,7.0,8.0,0.0,275.7,200.0
2060,2017-10-18,16,1,Mobility/Recovery,60.0,1.0,60.0,60.0,1.1,9.0,9.0,3.0,498.6,461.5
2061,2017-10-18,17,1,Conditioning,60.0,4.0,240.0,240.0,0.9,8.0,7.0,3.0,200.0,227.7
2062,2017-10-18,11,1,Skills,50.0,4.0,200.0,290.0,0.7,8.0,10.0,1.0,432.1,628.2
2063,2017-10-19,9,1,Strength,120.0,5.0,600.0,1080.0,0.8,9.0,10.0,3.0,330.0,392.5
2064,2017-10-19,9,1,Skills,120.0,4.0,480.0,1080.0,0.8,9.0,10.0,3.0,330.0,392.5
2065,2017-10-19,8,1,Strength,90.0,7.0,630.0,1110.0,0.5,6.0,8.0,3.0,261.4,498.7
2066,2017-10-19,8,1,Skills,120.0,4.0,480.0,1110.0,0.5,6.0,8.0,3.0,261.4,498.7
2067,2017-10-19,7,1,Strength,100.0,6.0,600.0,960.0,0.7,8.0,8.0,3.0,390.0,560.0
2068,2017-10-19,7,1,Skills,90.0,4.0,360.0,960.0,0.7,8.0,8.0,1.0,390.0,560.0
2069,2017-10-19,3,1,Strength,60.0,5.0,300.0,450.0,1.3,8.0,8.0,3.0,240.0,188.5
2070,2017-10-19,4,1,Skills,90.0,5.0,450.0,1050.0,0.7,8.0,8.0,3.0,330.0,478.2
2071,2017-10-19,3,1,Conditioning,30.0,5.0,150.0,450.0,1.3,8.0,8.0,3.0,240.0,188.5
2072,2017-10-19,2,1,Strength,110.0,6.0,660.0,1020.0,0.8,7.0,9.0,3.0,355.7,468.7
2073,2017-10-19,2,1,Skills,90.0,4.0,360.0,1020.0,0.8,10.0,8.0,3.0,355.7,468.7
2074,2017-10-19,1,0,,,,,0.0,0.4,,,,180.0,424.3
2075,2017-10-19,4,1,Strength,120.0,5.0,600.0,1050.0,0.7,8.0,8.0,3.0,330.0,478.2
2076,2017-10-19,9,1,Mobility/Recovery,30.0,0.0,0.0,1080.0,0.8,9.0,10.0,3.0,330.0,392.5
2077,2017-10-19,11,1,Mobility/Recovery,30.0,3.0,90.0,885.0,0.7,8.0,10.0,3.0,420.0,642.5
2078,2017-10-19,11,1,Skills,60.0,4.0,240.0,885.0,0.7,8.0,10.0,3.0,420.0,642.5
2079,2017-10-19,11,1,Speed,35.0,3.0,105.0,885.0,0.7,8.0,10.0,3.0,420.0,642.5
2080,2017-10-19,17,1,Strength,60.0,3.0,180.0,510.0,0.8,7.0,8.0,3.0,194.3,244.7
2081,2017-10-19,17,1,Skills,110.0,3.0,330.0,510.0,0.8,7.0,8.0,1.0,194.3,244.7
2082,2017-10-19,16,1,Mobility/Recovery,40.0,2.0,80.0,1370.0,1.1,8.0,8.0,3.0,551.4,492.7
2083,2017-10-19,16,1,Strength,120.0,7.0,840.0,1370.0,1.1,7.0,4.0,3.0,551.4,492.7
2084,2017-10-19,14,1,Strength,120.0,5.0,600.0,960.0,0.4,8.0,7.0,3.0,182.1,447.8
2085,2017-10-19,16,1,Conditioning,50.0,9.0,450.0,1370.0,1.1,8.0,9.0,3.0,551.4,492.7
2086,2017-10-19,13,1,Mobility/Recovery,15.0,0.0,0.0,1050.0,0.7,8.0,8.0,3.0,415.7,578.7
2087,2017-10-19,13,1,Strength,120.0,5.0,600.0,1050.0,0.7,8.0,8.0,3.0,415.7,578.7
2088,2017-10-19,13,1,Skills,90.0,5.0,450.0,1050.0,0.7,8.0,8.0,0.0,415.7,578.7
2089,2017-10-19,12,1,Strength,90.0,5.0,450.0,630.0,0.6,7.0,7.0,3.0,160.7,255.8
2090,2017-10-19,12,1,Skills,60.0,3.0,180.0,630.0,0.6,7.0,7.0,3.0,160.7,255.8
2091,2017-10-19,11,1,Strength,90.0,5.0,450.0,885.0,0.7,8.0,10.0,3.0,420.0,642.5
2092,2017-10-19,14,1,Skills,90.0,4.0,360.0,960.0,0.4,8.0,7.0,0.0,182.1,447.8
2093,2017-10-20,7,0,,,,,0.0,0.3,,,,182.1,552.0
2094,2017-10-20,1,0,,,,,0.0,0.1,,,,25.7,421.3
2095,2017-10-20,2,1,Mobility/Recovery,30.0,3.0,90.0,90.0,0.4,8.0,8.0,3.0,184.3,460.7
2096,2017-10-20,3,1,Conditioning,30.0,5.0,150.0,150.0,1.4,8.0,8.0,3.0,261.4,193.5
2097,2017-10-20,9,0,,,,,0.0,0.6,,,3.0,231.4,367.0
2098,2017-10-20,8,1,Mobility/Recovery,40.0,2.0,80.0,80.0,0.5,9.0,10.0,3.0,272.9,498.8
2099,2017-10-20,12,0,,,,,0.0,0.6,,,,160.7,249.8
2100,2017-10-20,13,1,Mobility/Recovery,60.0,0.0,0.0,0.0,0.4,8.0,9.0,3.0,218.6,575.7
2101,2017-10-20,16,1,Conditioning,45.0,5.0,225.0,1065.0,1.1,8.0,8.0,3.0,592.1,520.5
2102,2017-10-20,16,1,Strength,120.0,7.0,840.0,1065.0,1.1,7.0,9.0,3.0,592.1,520.5
2103,2017-10-20,17,0,,,,,0.0,0.5,,,,118.6,244.7
2104,2017-10-20,11,0,,,,,0.0,0.4,,,3.0,227.9,617.5
2105,2017-10-21,8,1,Strength,75.0,4.0,300.0,975.0,0.8,7.0,8.0,0.0,412.1,495.8
2106,2017-10-21,8,1,Skills,90.0,6.0,540.0,975.0,0.8,8.0,8.0,3.0,412.1,495.8
2107,2017-10-21,8,1,Speed,45.0,3.0,135.0,975.0,0.8,8.0,8.0,3.0,412.1,495.8
2108,2017-10-21,7,1,Speed,30.0,5.0,150.0,1050.0,0.6,8.0,7.0,3.0,332.1,558.5
2109,2017-10-21,7,1,Strength,75.0,5.0,375.0,1050.0,0.6,8.0,7.0,0.0,332.1,558.5
2110,2017-10-21,7,1,Conditioning,45.0,9.0,405.0,1050.0,0.6,8.0,7.0,3.0,332.1,558.5
2111,2017-10-21,7,1,Skills,30.0,4.0,120.0,1050.0,0.6,8.0,7.0,1.0,332.1,558.5
2112,2017-10-21,5,0,,,,,0.0,0.0,,,,0.0,52.0
2113,2017-10-21,6,1,Skills,90.0,6.0,540.0,980.0,0.3,7.0,7.0,3.0,140.0,471.8
2114,2017-10-21,6,1,Speed,30.0,3.0,90.0,980.0,0.3,7.0,7.0,3.0,140.0,471.8
2115,2017-10-21,4,1,Strength,90.0,5.0,450.0,990.0,0.7,8.0,8.0,3.0,353.6,478.2
2116,2017-10-21,4,1,Skills,90.0,5.0,450.0,990.0,0.7,8.0,8.0,3.0,353.6,478.2
2117,2017-10-21,4,1,Speed,30.0,3.0,90.0,990.0,0.7,8.0,8.0,3.0,353.6,478.2
2118,2017-10-21,3,0,,,,,0.0,1.2,,,3.0,218.6,181.0
2119,2017-10-21,6,1,Strength,70.0,5.0,350.0,980.0,0.3,7.0,7.0,3.0,140.0,471.8
2120,2017-10-21,9,1,Conditioning,5.0,7.0,35.0,635.0,0.8,9.0,9.0,3.0,300.7,355.2
2121,2017-10-21,11,1,Skills,60.0,5.0,300.0,1125.0,0.6,7.0,10.0,3.0,388.6,609.3
2122,2017-10-21,9,1,Strength,75.0,4.0,300.0,635.0,0.8,9.0,9.0,3.0,300.7,355.2
2123,2017-10-21,17,1,Strength,60.0,3.0,180.0,780.0,0.9,8.0,9.0,3.0,230.0,251.5
