,Date,GameID,Outcome,TeamPoints,PlayerID,MaxSpeedInGame,MaxAccelImpulseInGame
347551,2018-07-21,38,W,22,3,6.136116020000001,5.231485666666667
348502,2018-07-21,38,W,22,4,6.6722275600000005,5.8055601999999995
349076,2018-07-21,38,W,22,5,6.98333892,4.6527815
349412,2018-07-21,38,W,22,7,7.718339508,5.3055598
350083,2018-07-21,38,W,22,10,6.888100748571429,5.3888932
351194,2018-07-21,38,W,22,11,6.016274654285714,4.583337
352219,2018-07-21,38,W,22,13,6.620005296,5.3333376
353130,2018-07-21,38,W,22,14,7.2083391,5.6388934
353495,2018-07-21,38,W,22,15,6.553708946666667,4.564818466666667
354432,2018-07-21,38,W,22,16,5.512226631999999,5.8055601999999995
